tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	100220148	0	live	LOC100220148		cystine/glutamate transporter-like	LOW QUALITY PROTEIN: cystine/glutamate transporter-like		1A	NC_011463.1	67082766	67096811	minus	12		
59729	Taeniopygia guttata	100220137	0	live	LOC100220137		inhibin beta C chain-like	inhibin beta C chain-like		Un							
59729	Taeniopygia guttata	100220130	0	live	LOC100220130	PARP11	poly [ADP-ribose] polymerase 11	poly [ADP-ribose] polymerase 11|poly (ADP-ribose) polymerase family, member 11		1	NC_011462.1	88806088	88818782	plus	9		
59729	Taeniopygia guttata	100220125	0	live	LOC100220125		epidermal differentiation-specific protein-like	epidermal differentiation-specific protein-like		1	NC_011462.1	89678315	89678845	minus	1		
59729	Taeniopygia guttata	100220118	0	live	LOC100220118	F13B	coagulation factor XIII B chain	coagulation factor XIII B chain|coagulation factor XIII, B polypeptide		8	NC_011472.1	4394380	4402894	minus	11		
59729	Taeniopygia guttata	100220117	0	live	LOC100220117		serpin B10-like	serpin B10-like		2	NC_011465.1	41697636	41706339	plus	8		
59729	Taeniopygia guttata	100220115	0	live	LOC100220115	PCDHAC2	protocadherin alpha-13	protocadherin alpha-13|protocadherin alpha subfamily C, 2		13	NC_011477.1	16604896	16713018	plus	6		
59729	Taeniopygia guttata	100220111	0	live	LOC100220111		RNA-binding protein 45-like	RNA-binding protein 45-like		Un							
59729	Taeniopygia guttata	100220110	0	live	LOC100220110		chromosome unknown open reading frame, human C15orf39	uncharacterized protein C15orf39 homolog		Un							
59729	Taeniopygia guttata	100220109	0	live	LOC100220109	C3H1orf95	uncharacterized LOC100220109			3	NC_011466.1	18979745	18994565	plus	4		
59729	Taeniopygia guttata	100220107	0	live	LOC100220107		transmembrane protein 178B-like	transmembrane protein 178B-like		5	NC_011469.1	21431460	21442348	minus	5		
59729	Taeniopygia guttata	100220103	0	live	LOC100220103		uncharacterized LOC100220103			5	NC_011469.1	8085738	8086636	plus	3		
59729	Taeniopygia guttata	100220098	0	live	LOC100220098		F-box only protein 34-like	F-box only protein 34-like		5	NC_011469.1	58817934	58851597	minus	7		
59729	Taeniopygia guttata	100220089	0	live	LOC100220089		P2X purinoceptor 1-like	P2X purinoceptor 1-like		19							
59729	Taeniopygia guttata	100220079	0	live	LOC100220079		phosphofurin acidic cluster sorting protein 1-like	phosphofurin acidic cluster sorting protein 1-like		3	NC_011466.1	19879765	19934434	minus	26		
59729	Taeniopygia guttata	100220074	0	live	LOC100220074		stathmin-3-like	stathmin-3-like		20	NC_011484.1	8541721	8553255	minus	4		
59729	Taeniopygia guttata	100220068	0	live	LOC100220068		toll-like receptor 2 type-1	toll-like receptor 2 type-1		3	NC_011466.1	28848320	28850976	minus	1		
59729	Taeniopygia guttata	100220067	0	live	LOC100220067	SLC13A3	solute carrier family 13 member 3	solute carrier family 13 member 3|solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3		20	NC_011484.1	6875456	6900555	minus	13		
59729	Taeniopygia guttata	100220064	0	live	LOC100220064		lens fiber major intrinsic protein	lens fiber major intrinsic protein		Un							
59729	Taeniopygia guttata	100220060	0	live	LOC100220060	AGPAT9	glycerol-3-phosphate acyltransferase 3	glycerol-3-phosphate acyltransferase 3|1-acylglycerol-3-phosphate O-acyltransferase 9		4	NC_011467.1	7992405	8005807	minus	12		
59729	Taeniopygia guttata	100220054	0	live	LOC100220054		GTP-binding protein SAR1b-like	GTP-binding protein SAR1b-like		13	NC_011477.1	9943521	9947568	plus	5		
59729	Taeniopygia guttata	100220049	0	live	LOC100220049		alpha-1-antitrypsin-like	alpha-1-antitrypsin-like		5	NC_011469.1	46599895	46604639	minus	6		
59729	Taeniopygia guttata	100220047	0	live	LOC100220047		olfactory receptor 14J1-like	olfactory receptor 14J1-like		Un							
59729	Taeniopygia guttata	100220042	0	live	LOC100220042		malignant fibrous histiocytoma-amplified sequence 1-like	malignant fibrous histiocytoma-amplified sequence 1-like		5	NC_011469.1	15859814	15866262	minus	10		
59729	Taeniopygia guttata	100220041	0	live	LOC100220041		protocadherin gamma-A2-like	LOW QUALITY PROTEIN: protocadherin gamma-A2-like		13	NC_011477.1	16793340	16798056	plus	3		
59729	Taeniopygia guttata	100220037	0	live	LOC100220037		apoptosis regulatory protein Siva-like	apoptosis regulatory protein Siva-like		5	NC_011469.1	53259963	53261808	plus	4		
59729	Taeniopygia guttata	100220035	0	live	LOC100220035		laminin subunit gamma-1	laminin subunit gamma-1|laminin, gamma 1 (formerly LAMB2)		Un							
59729	Taeniopygia guttata	100220024	0	live	LOC100220024	FOLR1	folate receptor gamma	folate receptor gamma|folate receptor 1 (adult)		1	NC_011462.1	113820421	113823494	minus	5		
59729	Taeniopygia guttata	100220020	0	live	LOC100220020		putative Polycomb group protein ASXL1	putative Polycomb group protein ASXL1		Un							
59729	Taeniopygia guttata	100220018	0	live	LOC100220018		CCR4-NOT transcription complex subunit 11-like	CCR4-NOT transcription complex subunit 11-like		Un							
59729	Taeniopygia guttata	100220017	0	live	LOC100220017		serine/arginine-rich splicing factor 5-like	serine/arginine-rich splicing factor 5-like		5	NC_011469.1	27637123	27652607	plus	8		
59729	Taeniopygia guttata	100220011	0	live	LOC100220011	TTBK1	tau-tubulin kinase 1	tau-tubulin kinase 1		3	NC_011466.1	20214499	20278414	minus	13		
59729	Taeniopygia guttata	100220010	0	live	LOC100220010		oxidative stress-responsive serine-rich protein 1-like	oxidative stress-responsive serine-rich protein 1-like		20	NC_011484.1	6782980	6788097	minus	4		
59729	Taeniopygia guttata	100219999	0	live	LOC100219999		complement component C1q receptor-like	complement component C1q receptor-like		3	NC_011466.1	29058136	29061659	plus	2		
59729	Taeniopygia guttata	100219996	0	live	LOC100219996		zonadhesin-like	zonadhesin-like		Un							
59729	Taeniopygia guttata	100219993	0	live	LOC100219993		39S ribosomal protein L50, mitochondrial-like	39S ribosomal protein L50, mitochondrial-like		Un							
59729	Taeniopygia guttata	100219992	0	live	LOC100219992		bactericidal permeability-increasing protein-like	bactericidal permeability-increasing protein-like		20	NC_011484.1	7770192	7776756	plus	15		
59729	Taeniopygia guttata	100219991	0	live	LOC100219991		aldehyde dehydrogenase family 3 member B1-like			5	NC_011469.1	7955853	7960199	minus	0		
59729	Taeniopygia guttata	100219988	0	live	LOC100219988		keratinocyte-associated transmembrane protein 2-like	keratinocyte-associated transmembrane protein 2-like		13	NC_011477.1	10331497	10337595	plus	3		
59729	Taeniopygia guttata	100219987	0	live	LOC100219987		mediator of RNA polymerase II transcription subunit 17-like	mediator of RNA polymerase II transcription subunit 17-like		Un							
59729	Taeniopygia guttata	100219985	0	live	LOC100219985		ammonium transporter Rh type A pseudogene			20	NC_011484.1	8953419	8954801	minus	0		
59729	Taeniopygia guttata	100219979	0	live	LOC100219979		glycophorin-C-like	glycophorin-C-like		Un							
59729	Taeniopygia guttata	100219973	0	live	LOC100219973		glycerophosphodiester phosphodiesterase 1-like	glycerophosphodiester phosphodiesterase 1-like		Un							
59729	Taeniopygia guttata	100219969	0	live	LOC100219969	RHOBTB2	rho-related BTB domain-containing protein 2	rho-related BTB domain-containing protein 2|Rho-related BTB domain containing 2		22							
59729	Taeniopygia guttata	100219956	0	live	LOC100219956		serine/threonine-protein kinase MARK2-like	serine/threonine-protein kinase MARK2-like		Un							
59729	Taeniopygia guttata	100219954	0	live	LOC100219954		protein BUD31 homolog			14							
59729	Taeniopygia guttata	100219950	0	live	LOC100219950		coronin-7-like	coronin-7-like		14							
59729	Taeniopygia guttata	100219942	0	live	LOC100219942		uncharacterized LOC100219942			Un							
59729	Taeniopygia guttata	100219940	0	live	LOC100219940		transportin-3	transportin-3		Un							
59729	Taeniopygia guttata	100219934	0	live	LOC100219934		protein C5orf49-like			2							
59729	Taeniopygia guttata	100219931	0	live	LOC100219931		proto-oncogene Mas-like	proto-oncogene Mas-like		3	NC_011466.1	57630143	57631015	plus	1		
59729	Taeniopygia guttata	100219910	0	live	LOC100219910		connective tissue growth factor-like	LOW QUALITY PROTEIN: connective tissue growth factor-like		23	NC_011487.1	144637	157757	plus	5		
59729	Taeniopygia guttata	100219909	0	live	LOC100219909		retinoic acid receptor beta-like	retinoic acid receptor beta-like		Un							
59729	Taeniopygia guttata	100219908	0	live	LOC100219908	KCNIP4	Kv channel-interacting protein 4	Kv channel-interacting protein 4		4	NC_011467.1	54250339	54288334	plus	7		
59729	Taeniopygia guttata	100219907	0	live	LOC100219907		delta-type opioid receptor-like	LOW QUALITY PROTEIN: delta-type opioid receptor-like		23	NC_011487.1	2412872	2420980	plus	3		
59729	Taeniopygia guttata	100219892	0	live	LOC100219892		rap guanine nucleotide exchange factor 6-like	rap guanine nucleotide exchange factor 6-like		Un							
59729	Taeniopygia guttata	100219889	0	live	LOC100219889		traB domain-containing protein-like	traB domain-containing protein-like		Un							
59729	Taeniopygia guttata	100219888	0	live	LOC100219888		arrestin domain-containing protein 1-like	LOW QUALITY PROTEIN: arrestin domain-containing protein 1-like		Un							
59729	Taeniopygia guttata	100219886	0	live	LOC100219886		scavenger receptor cysteine-rich domain-containing group B protein-like	scavenger receptor cysteine-rich domain-containing group B protein-like		Un							
59729	Taeniopygia guttata	100219872	0	live	LOC100219872		plexin domain-containing protein 1-like	LOW QUALITY PROTEIN: plexin domain-containing protein 1-like		Un							
59729	Taeniopygia guttata	100219861	0	live	LOC100219861		probable G-protein coupled receptor 83	probable G-protein coupled receptor 83		4A	NC_011468.1	6520205	6525878	minus	4		
59729	Taeniopygia guttata	100219858	0	live	LOC100219858		myosin-3	myosin-3		18	NC_011482.1	5696926	5710972	plus	38		
59729	Taeniopygia guttata	100219857	0	live	LOC100219857		actin-binding protein anillin-like	actin-binding protein anillin-like		Un							
59729	Taeniopygia guttata	100219850	0	live	LOC100219850		phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform-like		9							
59729	Taeniopygia guttata	100219846	0	live	LOC100219846		testis-specific serine/threonine-protein kinase 2-like	testis-specific serine/threonine-protein kinase 2-like		4A	NC_011468.1	14215901	14216875	minus	1		
59729	Taeniopygia guttata	100219844	0	live	LOC100219844		atrial natriuretic peptide receptor 1-like	atrial natriuretic peptide receptor 1-like		Un							
59729	Taeniopygia guttata	100219837	0	live	LOC100219837		glycerol-3-phosphate dehydrogenase 1-like protein	glycerol-3-phosphate dehydrogenase 1-like protein		7	NC_011471.1	3687865	3702525	minus	8		
59729	Taeniopygia guttata	100219829	0	live	LOC100219829	PSMD6	26S proteasome non-ATPase regulatory subunit 6	26S proteasome non-ATPase regulatory subunit 6|proteasome (prosome, macropain) 26S subunit, non-ATPase, 6		12	NC_011476.1	14506927	14513642	minus	7		
59729	Taeniopygia guttata	100219825	0	live	LOC100219825		gap junction gamma-1 protein-like	gap junction gamma-1 protein-like		7	NC_011471.1	10776971	10777657	minus	1		
59729	Taeniopygia guttata	100219823	0	live	LOC100219823		double-stranded RNA-binding protein 1-like	LOW QUALITY PROTEIN: double-stranded RNA-binding protein 1-like		1B	NC_011464.1	375704	378158	plus	2		
59729	Taeniopygia guttata	100219822	0	live	LOC100219822		zona pellucida sperm-binding protein 3-like	zona pellucida sperm-binding protein 3-like		Un							
59729	Taeniopygia guttata	100219820	0	live	LOC100219820		tripartite motif-containing protein 3-like	LOW QUALITY PROTEIN: tripartite motif-containing protein 3-like		1B	NC_011464.1	980643	985158	minus	5		
59729	Taeniopygia guttata	100219819	0	live	LOC100219819		zinc finger protein 135-like	zinc finger protein 135-like		Un							
59729	Taeniopygia guttata	100219818	0	live	LOC100219818		ankyrin repeat domain-containing protein 22-like	ankyrin repeat domain-containing protein 22-like		Un							
59729	Taeniopygia guttata	100219814	0	live	LOC100219814		protein FAM122A	protein FAM122A		4A	NC_011468.1	7105549	7120319	minus	10		
59729	Taeniopygia guttata	100219811	0	live	LOC100219811		putative transferase CAF17 homolog, mitochondrial	putative transferase CAF17 homolog, mitochondrial		2	NC_011465.1	2299377	2301232	plus	2		
59729	Taeniopygia guttata	100219809	0	live	LOC100219809		beta-1,4-galactosyltransferase 3-like	beta-1,4-galactosyltransferase 3-like		1	NC_011462.1	93077214	93096546	minus	6		
59729	Taeniopygia guttata	100219806	0	live	LOC100219806		feather keratin 1-like	feather keratin 1-like		27	NC_011491.1	790040	790345	plus	1		
59729	Taeniopygia guttata	100219798	0	live	LOC100219798		EF-hand calcium-binding domain-containing protein 1-like	LOW QUALITY PROTEIN: EF-hand calcium-binding domain-containing protein 1-like		Un							
59729	Taeniopygia guttata	100219794	0	live	LOC100219794		alanyl-tRNA editing protein Aarsd1	LOW QUALITY PROTEIN: alanyl-tRNA editing protein Aarsd1		27	NC_011491.1	2697477	2703251	minus	16		
59729	Taeniopygia guttata	100219791	0	live	LOC100219791		feather keratin Cos1-1/Cos1-3/Cos2-1-like	feather keratin Cos1-1/Cos1-3/Cos2-1-like		27	NC_011491.1	3275754	3276059	minus	1		
59729	Taeniopygia guttata	100219770	0	live	LOC100219770		polymerase delta-interacting protein 3-like	polymerase delta-interacting protein 3-like		Un							
59729	Taeniopygia guttata	100219767	0	live	LOC100219767		uncharacterized LOC100219767			1B	NC_011464.1	918430	930171	minus	0		
59729	Taeniopygia guttata	100219766	0	live	LOC100219766		zinc finger CCCH domain-containing protein 11A-like	zinc finger CCCH domain-containing protein 11A-like		26							
59729	Taeniopygia guttata	100219765	0	live	LOC100219765		myosin-IIIa-like	LOW QUALITY PROTEIN: myosin-IIIa-like		Un							
59729	Taeniopygia guttata	100219761	0	live	LOC100219761		uncharacterized protein CXorf21-like	uncharacterized protein CXorf21-like		4A	NC_011468.1	5092568	5093488	minus	1		
59729	Taeniopygia guttata	100219760	0	live	LOC100219760		tight junction protein ZO-1-like	tight junction protein ZO-1-like		Un							
59729	Taeniopygia guttata	100219754	0	live	LOC100219754		ADP-sugar pyrophosphatase-like	LOW QUALITY PROTEIN: ADP-sugar pyrophosphatase-like		Un							
59729	Taeniopygia guttata	100219753	0	live	LOC100219753		protein tyrosine phosphatase type IVA 3-like	protein tyrosine phosphatase type IVA 3-like		Un							
59729	Taeniopygia guttata	100219752	0	live	LOC100219752	MYZAP	myocardial zonula adherens protein	myocardial zonula adherens protein		10	NC_011474.1	6923615	6979159	minus	17		
59729	Taeniopygia guttata	100219740	0	live	LOC100219740		bromodomain and WD repeat-containing protein 1-like	bromodomain and WD repeat-containing protein 1-like		Un							
59729	Taeniopygia guttata	100219739	0	live	LOC100219739		mRNA export factor-like	mRNA export factor-like		Un							
59729	Taeniopygia guttata	100219737	0	live	LOC100219737		merlin-like	LOW QUALITY PROTEIN: merlin-like		Un							
59729	Taeniopygia guttata	100219732	0	live	LOC100219732		uncharacterized LOC100219732			Un							
59729	Taeniopygia guttata	100219728	0	live	LOC100219728		dnaJ homolog subfamily B member 1-like	dnaJ homolog subfamily B member 1-like		Un							
59729	Taeniopygia guttata	100219722	0	live	LOC100219722		collagen alpha-1(II) chain	collagen alpha-1(II) chain		Un							
59729	Taeniopygia guttata	100219720	0	live	LOC100219720		deoxyribonuclease-1-like	deoxyribonuclease-1-like		14	NC_011478.1	2770676	2773776	plus	8		
59729	Taeniopygia guttata	100219717	0	live	LOC100219717		tolloid-like protein 1	tolloid-like protein 1		4	NC_011467.1	31861462	31933385	plus	16		
59729	Taeniopygia guttata	100219714	0	live	LOC100219714		DNA polymerase lambda-like	DNA polymerase lambda-like		Un							
59729	Taeniopygia guttata	100219703	0	live	LOC100219703		kinesin-like protein KIF21A	kinesin-like protein KIF21A		1A	NC_011463.1	14649604	14654469	plus	6		
59729	Taeniopygia guttata	100219694	0	live	LOC100219694		alcohol dehydrogenase 1-like	alcohol dehydrogenase 1-like		4	NC_011467.1	20441908	20445967	minus	9		
59729	Taeniopygia guttata	100219691	0	live	LOC100219691		toll-like receptor 2 type-1	toll-like receptor 2 type-1		4	NC_011467.1	27723864	27729027	plus	2		
59729	Taeniopygia guttata	100219684	0	live	LOC100219684		putative P2Y purinoceptor 10	putative P2Y purinoceptor 10		Un							
59729	Taeniopygia guttata	100219683	0	live	LOC100219683	PUSL1	tRNA pseudouridine synthase-like 1	tRNA pseudouridine synthase-like 1|pseudouridylate synthase-like 1		21	NC_011485.1	4351796	4369188	minus	10		
59729	Taeniopygia guttata	100219681	0	live	LOC100219681		S-adenosylmethionine synthase isoform type-2-like	S-adenosylmethionine synthase isoform type-2-like		13							
